rule_id,category,description,reason,priority,affected_domains,expected_behavior
PRC-007,Practice,Recent repeated exposure must be penalized unless the session is an explicit review.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,The engine records deliberate review rationale.
PRC-008,Practice,Incorrect-answer review must reference the exact prior item version and response context.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,The platform must not conflate revised questions with earlier errors.
PRC-009,Practice,Practice feedback release must follow policy.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Critical,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Correct answers and explanations are withheld until the configured point.
PRC-010,Practice,Practice responses must create evidence only after valid evaluation.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Critical,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Unsubmitted or corrupted responses cannot improve mastery.
PRC-011,Practice,Evidence weight must reflect practice fidelity and item quality.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Low-stakes untimed practice must not outweigh realistic assessments.
PRC-012,Practice,A practice session must have a bounded length or explicit continuation policy.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,"Unlimited practice means repeatable sessions, not unbounded transactions."
PRC-013,Practice,Abandoned sessions must be distinguished from completed sessions.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Medium,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Partial responses may be retained but used according to evidence policy.
PRC-014,Practice,Difficulty progression must avoid jumps unsupported by current evidence.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Medium,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,The selector balances challenge with instructional suitability.
PRC-015,Practice,Adaptive selection must enforce item-exposure limits.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Critical,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Protected or high-value items are removed when exposure thresholds are reached.
PRC-016,Practice,Accommodations and accessibility needs must be applied without changing the measured construct improperly.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Presentation adjustments are recorded and policy-compliant.
PRC-017,Practice,Practice recommendations must only propose activities available in the current workspace.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",Critical,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Unavailable or unreleased practice candidates are ineligible.
PRC-018,Practice,Session completion must trigger mastery and recommendation updates asynchronously.,"Optimize learning through controlled, evidence-driven selection rather than random item delivery.",High,Adaptive Practice; Question Bank; Mastery; Recommendation Engine; Examination Delivery,Duplicate events must not create duplicate evidence or recommendations.
ASM-001,Assessments,"AssessmentDefinition, AssessmentVersion, Blueprint, Form and Delivery must remain separate objects.","Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,"Authoring, exact content and availability cannot be collapsed into one mutable record."
ASM-002,Assessments,A published AssessmentVersion must be immutable.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Material rule changes create a new version.
ASM-003,Assessments,Every form must satisfy its approved blueprint.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,"Publication validation checks counts, sections, competencies, difficulty and exclusions."
ASM-004,Assessments,A form must reference exact published QuestionVersions.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,No mutable latest-version lookup is permitted after approval.
ASM-005,Assessments,An assessment delivery must reference an exact form before students start.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Dynamic assembly after start is prohibited unless explicitly defined by adaptive exam policy.
ASM-006,Assessments,Attempt ownership must resolve through enrollment and journey.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Guessed attempt identifiers cannot grant access.
ASM-007,Assessments,Attempt limits and eligibility must be enforced atomically.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Concurrent start requests must not create excess attempts.
ASM-008,Assessments,"Server timestamps are authoritative for start, deadline and submission.","Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Client clock discrepancies cannot extend or shorten valid time.
ASM-009,Assessments,Autosave must be idempotent and sequence-aware.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Duplicate or out-of-order requests must not corrupt the latest valid response.
ASM-010,Assessments,Final submission must lock editable responses atomically.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,A repeated submit returns the same outcome rather than creating duplicate grading.
ASM-011,Assessments,Student-facing payloads must exclude answer definitions before release.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Serialization and database policy both enforce isolation.
ASM-012,Assessments,"Objective grading must be deterministic for a fixed form, response set and scoring version.","Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Regrading with identical inputs must produce the same result.
ASM-013,Assessments,Constructed responses must enter the approved grading workflow.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",High,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Release waits for required AI validation or human review.
ASM-014,Assessments,Result release must follow explicit release policy.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",High,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Submission does not automatically imply immediate result visibility.
ASM-015,Assessments,Invalidated attempts must retain records and reason.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Invalidation changes result eligibility without deleting evidence.
ASM-016,Assessments,Assessment publication requires academic review and QA.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",Critical,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Used content cannot bypass governed publishing.
ASM-017,Assessments,Corrections to defective published assessments require impact analysis.,"Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",High,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Affected attempts are identified and regrade/notification decisions recorded.
ASM-018,Assessments,"Assessment history must show exact versions, accommodations and effective grade decision.","Deliver standardized, reproducible and secure assessments with valid scoring and historical integrity.",High,Assessment Definition; Examination Delivery; Question Bank; Submission & Grading; Academic Publishing,Reports must remain interpretable after later changes.
SIM-001,Mock Simulation,Exam simulations must use a versioned SimulationPolicyPack tied to an ExamProductVersion.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Timing, navigation, tools, breaks and routing must be reproducible."
SIM-002,Mock Simulation,"Simulation attempts must reuse the common Attempt, Response and Submission model.",Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,No exam-specific duplicate attempt tables are permitted.
SIM-003,Mock Simulation,A published simulation must pass fidelity validation.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Section sequence, timing, tools, media, routing and scoring are verified."
SIM-004,Mock Simulation,Server-authoritative timers must govern section and total deadlines.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Client rendering is informational and cannot alter deadlines.
SIM-005,Mock Simulation,Section transitions must follow the policy pack.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Skipping, backtracking or reopening is denied unless explicitly allowed."
SIM-006,Mock Simulation,Adaptive routing may occur only where the exam specification requires it.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Ordinary mocks must not become learning-adaptive during execution.
SIM-007,Mock Simulation,Breaks must be represented as controlled states.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Break timing and eligibility are enforced and auditable.
SIM-008,Mock Simulation,Simulation tool availability must match the policy pack and accommodation profile.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Calculators, notes, highlighting and audio controls are not globally assumed."
SIM-009,Mock Simulation,Protected simulation items require stricter exposure controls than ordinary practice items.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Practice selectors and student APIs cannot access reserved pools.
SIM-010,Mock Simulation,Simulation recordings and media failures must create incidents.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,The platform must not silently complete a section with missing media.
SIM-011,Mock Simulation,Connection recovery must follow explicit resume rules.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Recovery uses server state, saved responses and incident evidence."
SIM-012,Mock Simulation,"Administrator intervention requires permission, reason and audit.",Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Timer or restart changes cannot be hidden.
SIM-013,Mock Simulation,Simulation invalidation must preserve responses and incident history.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,The outcome becomes ineligible without deleting the session.
SIM-014,Mock Simulation,Accommodations must be applied before session start unless emergency policy allows otherwise.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,The effective accommodation set is frozen with the session.
SIM-015,Mock Simulation,Simulation results must use the applicable score conversion version.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Later scale changes do not alter historical results automatically.
SIM-016,Mock Simulation,"A simulation score must be identified as a preparation estimate, not an official result.",Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Student and sponsor reports must use clear product positioning.
SIM-017,Mock Simulation,A completed simulation must emit high-fidelity evidence for readiness.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,High,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,"Evidence records preserve conditions, coverage and incident status."
SIM-018,Mock Simulation,Simulation capacity and concurrency controls must not block submission durability.,Reproduce exam-day behaviour through versioned policies without duplicating the common delivery kernel.,Critical,Exam Simulation; Examination Delivery; Exam Product & Specification; Platform Operations,Autosave and submit workloads receive priority over nonessential analytics.
AIC-001,AI,"AI Evaluation, Tutor, Coach, Planner and Predictor must have separate capability policies.","Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,A model approved for one role cannot automatically be used for another.
AIC-002,AI,No browser may call an AI provider with platform credentials.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,All AI requests pass through authorized server-side gateway and audit controls.
AIC-003,AI,Every academic-impacting AI run must reference model and prompt versions.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Outputs remain reproducible and comparable.
AIC-004,AI,Structured AI output must be schema-validated before use.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,"Invalid responses are retried, rejected or routed to review."
AIC-005,AI,AI grades must reference an approved rubric version.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Free-form model scoring cannot become an official grade.
AIC-006,AI,Original submission content and source hashes must be preserved.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,AI normalization must not replace the student’s authoritative work.
AIC-007,AI,Low-confidence or policy-flagged grades must enter human review.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Automatic release is blocked until review or approved exception.
AIC-008,AI,Instructor override must preserve the original AI run.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,A new GradeDecision records adjustment and reason.
AIC-009,AI,Transcript-only analysis must not claim direct pronunciation measurement.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",High,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Speaking criteria requiring acoustic evidence use approved audio analysis or disclose limitation.
AIC-010,AI,AI recommendations must be grounded in authoritative evidence and eligibility rules.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,The model may explain but cannot invent accessible activities or hidden facts.
AIC-011,AI,AI readiness predictions must include confidence and model version.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Predictions are not presented as guarantees.
AIC-012,AI,AI Tutor must be restricted during protected assessments and simulations.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,"It cannot reveal answers, solve active items or rewrite live submissions."
AIC-013,AI,AI context must apply least-data principles.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Only authorized and necessary student/content data are provided.
AIC-014,AI,AI provider failure must not prevent durable submission.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,"Work is queued, retried or routed while the student receives a confirmed submission."
AIC-015,AI,"AI cost, latency and error rates must be measured by capability and academy.","Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",High,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Budgets and fallback rules are enforced.
AIC-016,AI,Model or prompt activation requires benchmark evaluation and approval.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",Critical,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Unvalidated versions cannot process production academic decisions.
AIC-017,AI,AI outputs must have retention and redaction policies.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",High,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Raw provider payloads are not retained indefinitely without purpose.
AIC-018,AI,Students must have an appeal or review path for consequential AI evaluation.,"Use AI as a governed academic capability with reproducibility, human oversight and clear authority limits.",High,AI Academic Intelligence; Submission & Grading; Recommendation Engine; Exam Readiness; Audit & Compliance,Disputed results create a traceable review workflow.
REC-001,Recommendations,Every recommendation must reference a policy version and evidence basis.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Critical,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The reason can be reproduced after models or data change.
REC-002,Recommendations,Candidate generation and eligibility must precede ranking.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Critical,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The system cannot rank unavailable or unauthorized activities.
REC-003,Recommendations,Recommendations must resolve within the active journey and workspace.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Critical,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Cross-enrollment candidates are excluded.
REC-004,Recommendations,A recommendation must identify its academic objective.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,"Next lesson, practice or simulation must state the skill or plan need addressed."
REC-005,Recommendations,Recommendation explanations must be grounded in structured facts.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,AI wording may not introduce unsupported weaknesses or score claims.
REC-006,Recommendations,Expired or completed activities must not remain active recommendations.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Status updates remove or supersede stale items.
REC-007,Recommendations,Duplicate active recommendations require an explicit complementary purpose.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Medium,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The engine suppresses repetitive suggestions.
REC-008,Recommendations,"Ranking must consider target impact, weakness severity, exam weighting and time to goal.","Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The policy records contributing factors.
REC-009,Recommendations,Workload and diversity constraints must prevent an impractical queue.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The engine limits volume and balances activity types.
REC-010,Recommendations,Instructor-assigned priorities may influence ranking but must be visible.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Medium,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The recommendation identifies the human assignment source.
REC-011,Recommendations,Student dismissal must be recorded without suppressing mandatory academic requirements.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Medium,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Dismissal reasons inform future ranking and planning.
REC-012,Recommendations,Acceptance does not count as completion.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Outcome tracking links to actual activity evidence.
REC-013,Recommendations,Recommendation effectiveness must be evaluated after the activity.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,"The system records completion, performance and subsequent mastery/readiness changes."
REC-014,Recommendations,Policy changes create new RecommendationPolicyVersions.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Critical,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Existing recommendations retain their generation context.
REC-015,Recommendations,A recommendation cannot disclose protected assessment content.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Critical,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Candidate metadata excludes hidden questions and answers.
REC-016,Recommendations,Insufficient evidence should generate diagnostic or evidence-gathering recommendations.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,The platform does not fabricate a weakness ranking.
REC-017,Recommendations,Study-plan constraints must be respected when recommending time-bound work.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",High,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Conflicts trigger replanning rather than impossible schedules.
REC-018,Recommendations,Recommendations must support manual review or suppression for sensitive cohorts.,"Convert academic evidence into eligible, explainable and measurable next-best actions.",Medium,Recommendation Engine; Mastery; Exam Readiness; Learning Path; Study Planning,Authorized academic staff may intervene with reason and audit.
RDY-001,Readiness,Readiness must be calculated against an active GoalVersion.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,No target-independent readiness claim is permitted.
RDY-002,Readiness,Readiness models must be versioned per applicable exam product context.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,A universal unvalidated formula cannot govern all examinations.
RDY-003,Readiness,Minimum evidence requirements must be explicit.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,"When unmet, the result is insufficient_evidence rather than an invented percentage."
RDY-004,Readiness,"Readiness inputs must preserve evidence source, recency, fidelity and reliability.","Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,A five-question practice cannot silently equal a full simulation.
RDY-005,Readiness,Predicted score must use the exam product’s score semantics.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Cross-product generic scores are not displayed as native outcomes.
RDY-006,Readiness,Predictions should include a range or uncertainty indicator where applicable.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Point estimates are not presented with false precision.
RDY-007,Readiness,Readiness percentage must not be described as pass probability unless calibrated as such.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Labels and explanations reflect the actual model meaning.
RDY-008,Readiness,Confidence must be calculated separately from readiness level.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,High predicted performance with weak evidence remains low confidence.
RDY-009,Readiness,Weak and strong skills must map to versioned competencies.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Free-text observations may supplement but not replace canonical skill outputs.
RDY-010,Readiness,Readiness recalculation must be event-driven and idempotent.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Duplicate evidence events do not create conflicting snapshots.
RDY-011,Readiness,Readiness snapshots must be immutable.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,A new snapshot supersedes rather than overwrites history.
RDY-012,Readiness,Goal changes invalidate or supersede dependent readiness.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,The platform marks prior snapshots as calculated against the old target.
RDY-013,Readiness,Invalidated evidence must trigger recalculation.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Affected mastery and readiness are rebuilt from the valid evidence boundary.
RDY-014,Readiness,"Target-ready status requires policy thresholds for score, confidence and coverage.","Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",Critical,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,A strong single-section score cannot unlock full readiness.
RDY-015,Readiness,Estimated readiness date must disclose assumptions and may be unavailable.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Missing study availability or unstable trend prevents false date prediction.
RDY-016,Readiness,Official results must not retroactively rewrite historical readiness snapshots.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,Outcome evaluation compares predictions with results for calibration.
RDY-017,Readiness,Readiness risk events must be explainable.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,"Student Success receives the target gap, confidence and triggering factors."
RDY-018,Readiness,Readiness access must be audience-scoped.,"Measure likely target achievement from product-specific, recent and reliable evidence rather than completion.",High,Exam Readiness; Mastery; Goal Management; Academic Evidence; Exam Simulation,"Sponsors receive approved summaries, not internal models or private evidence details."
SEC-001,Security,Every academy-owned record must carry or derive an unambiguous academy boundary.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Queries and commands fail closed when scope cannot be resolved.
SEC-002,Security,Row-level security must default to deny for protected data.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Access exists only through explicit policies and service pathways.
SEC-003,Security,Application authorization and database policy must both protect sensitive workflows.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Neither layer is treated as the sole control.
SEC-004,Security,Service-role credentials must never be exposed to client applications.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Privileged operations execute only in trusted server/worker environments.
SEC-005,Security,Answer definitions must be isolated from student-readable contracts.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,"Negative tests verify that identifiers, joins and storage paths cannot reveal answers."
SEC-006,Security,Object storage for student work and premium content must be private.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Access uses short-lived authorized delivery.
SEC-007,Security,"File uploads must be validated, scanned and quarantined before active use.","Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Unsafe or mismatched files remain inaccessible.
SEC-008,Security,"Sensitive exports require explicit permission, purpose and audit.","Protect tenant isolation, examination integrity, personal data and privileged operations.",Critical,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Large or restricted exports may require approval and asynchronous delivery.
SEC-009,Security,Privileged changes must require reauthentication where risk warrants it.,"Protect tenant isolation, examination integrity, personal data and privileged operations.",High,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,"Role, grade, timer, security and destructive actions may prompt step-up authentication."
SEC-010,Security,"Rate limits must protect authentication, autosave, submission and expensive AI endpoints appropriately.","Protect tenant isolation, examination integrity, personal data and privileged operations.",High,Identity & Access; Audit & Compliance; Platform Operations; all academy-owned domains,Controls prevent abuse without sacrificing exam submission durability.
